chi-0_fa,chi-1_fa,chi-2_fa,chi-3_fa,chi-4_fa,chi-5_fa,Z-0_fa,Z-1_fa,Z-2_fa,Z-3_fa,Z-4_fa,Z-5_fa,I-0_fa,I-1_fa,I-2_fa,I-3_fa,I-4_fa,I-5_fa,T-0_fa,T-1_fa,T-2_fa,T-3_fa,T-4_fa,T-5_fa,S-0_fa,S-1_fa,S-2_fa,S-3_fa,S-4_fa,S-5_fa,chi-0_ma,chi-1_ma,chi-2_ma,chi-3_ma,chi-4_ma,chi-5_ma,Z-0_ma,Z-1_ma,Z-2_ma,Z-3_ma,Z-4_ma,Z-5_ma,I-0_ma,I-1_ma,I-2_ma,I-3_ma,I-4_ma,I-5_ma,T-0_ma,T-1_ma,T-2_ma,T-3_ma,T-4_ma,T-5_ma,S-0_ma,S-1_ma,S-2_ma,S-3_ma,S-4_ma,S-5_ma,chi-0_md,chi-1_md,chi-2_md,chi-3_md,chi-4_md,chi-5_md,Z-0_md,Z-1_md,Z-2_md,Z-3_md,Z-4_md,Z-5_md,I-0_md,I-1_md,I-2_md,I-3_md,I-4_md,I-5_md,T-0_md,T-1_md,T-2_md,T-3_md,T-4_md,T-5_md,S-0_md,S-1_md,S-2_md,S-3_md,S-4_md,S-5_md,distance,barrier,smiles,filename
182.8507,369.588,609.7854,777.5046,1009.767,802.57,10479.0,10678.0,9124.0,7644.0,4790.0,2494.0,33.0,64.0,112.0,140.0,190.0,138.0,176.0,434.0,618.0,706.0,656.0,642.0,17.5819,34.9382,52.8022,62.0354,61.0536,49.6532,182.8507,369.588,609.7854,777.5046,1009.767,802.57,10479.0,10678.0,9124.0,7644.0,4790.0,2494.0,33.0,64.0,112.0,140.0,190.0,138.0,176.0,434.0,618.0,706.0,656.0,642.0,17.5819,34.9382,52.8022,62.0354,61.0536,49.6532,182.8507,369.588,609.7854,777.5046,1009.767,802.57,10479.0,10678.0,9124.0,7644.0,4790.0,2494.0,33.0,64.0,112.0,140.0,190.0,138.0,176.0,434.0,618.0,706.0,656.0,642.0,17.5819,34.9382,52.8022,62.0354,61.0536,49.6532,0.8390000000000001,7.3,[Ir]([As+](C)(C)C)([p+]1ccccc1)(C#[N+]C)([I])[H],ir_tbp_1_dft-asme3_1_dft-phos_1_dft-iacn_1_iodide_1_smi1_1_s_1
161.6459,345.158,616.6764,721.6008,757.0012,667.5304,6723.0,6776.0,7152.0,7154.0,3286.0,1584.0,25.0,52.0,92.0,116.0,120.0,104.0,144.0,372.0,548.0,536.0,464.0,352.0,11.3268,28.5708,44.1176,49.4822,46.3746,34.3272,161.6459,345.158,616.6764,721.6008,757.0012,667.5304,6723.0,6776.0,7152.0,7154.0,3286.0,1584.0,25.0,52.0,92.0,116.0,120.0,104.0,144.0,372.0,548.0,536.0,464.0,352.0,11.3268,28.5708,44.1176,49.4822,46.3746,34.3272,161.6459,345.158,616.6764,721.6008,757.0012,667.5304,6723.0,6776.0,7152.0,7154.0,3286.0,1584.0,25.0,52.0,92.0,116.0,120.0,104.0,144.0,372.0,548.0,536.0,464.0,352.0,11.3268,28.5708,44.1176,49.4822,46.3746,34.3272,0.9013,9.7,[Ir](n1ccnc1)([N+]1=COCC1)(C#[O+])(S)[H],ir_tbp_1_dft-iz_1_dft-oxaz_1_dft-co_1_dft-sh_1_smi1_1_s_1
173.4773,362.889,615.362,863.335,1218.938,881.1716,6861.0,8236.0,8410.0,6858.0,4100.0,1838.0,30.0,60.0,106.0,146.0,218.0,152.0,166.0,424.0,650.0,780.0,686.0,516.0,12.662,32.6388,51.0642,65.5298,67.0276,46.6224,173.4773,362.889,615.362,863.335,1218.938,881.1716,6861.0,8236.0,8410.0,6858.0,4100.0,1838.0,30.0,60.0,106.0,146.0,218.0,152.0,166.0,424.0,650.0,780.0,686.0,516.0,12.662,32.6388,51.0642,65.5298,67.0276,46.6224,173.4773,362.889,615.362,863.335,1218.938,881.1716,6861.0,8236.0,8410.0,6858.0,4100.0,1838.0,30.0,60.0,106.0,146.0,218.0,152.0,166.0,424.0,650.0,780.0,686.0,516.0,12.662,32.6388,51.0642,65.5298,67.0276,46.6224,0.853,6.9,[Ir]([n+]1ccncc1)([P+](C)(C)C)(C#[N+][H])(S)[H],ir_tbp_1_dft-pyz_1_dft-pme3_1_dft-hicn_1_dft-sh_1_smi1_1_s_1
172.1579,368.692,624.4648,779.7072,835.584,716.69,6773.0,6982.0,6966.0,7122.0,5028.0,2420.0,28.0,58.0,96.0,126.0,136.0,116.0,154.0,388.0,556.0,614.0,536.0,448.0,12.7092,31.4606,46.8492,56.1194,53.8788,43.682,172.1579,368.692,624.4648,779.7072,835.584,716.69,6773.0,6982.0,6966.0,7122.0,5028.0,2420.0,28.0,58.0,96.0,126.0,136.0,116.0,154.0,388.0,556.0,614.0,536.0,448.0,12.7092,31.4606,46.8492,56.1194,53.8788,43.682,172.1579,368.692,624.4648,779.7072,835.584,716.69,6773.0,6982.0,6966.0,7122.0,5028.0,2420.0,28.0,58.0,96.0,126.0,136.0,116.0,154.0,388.0,556.0,614.0,536.0,448.0,12.7092,31.4606,46.8492,56.1194,53.8788,43.682,0.9432,13.6,[Ir]([n+]1ccccc1)([n+]1ccccc1)(C#[N+][H])([Cl])[H],ir_tbp_1_dft-py_1_dft-py_1_dft-hicn_1_chloride_1_smi1_1_s_1
239.8248,479.252,859.5852,1287.4538,2031.8406,2183.1152,7841.0,12056.0,12224.0,11704.0,7450.0,3950.0,42.0,82.0,158.0,228.0,358.0,374.0,240.0,626.0,972.0,1318.0,1448.0,1238.0,16.0373,42.5218,70.3632,97.8852,118.8218,108.4634,239.8248,479.252,859.5852,1287.4538,2031.8406,2183.1152,7841.0,12056.0,12224.0,11704.0,7450.0,3950.0,42.0,82.0,158.0,228.0,358.0,374.0,240.0,626.0,972.0,1318.0,1448.0,1238.0,16.0373,42.5218,70.3632,97.8852,118.8218,108.4634,239.8248,479.252,859.5852,1287.4538,2031.8406,2183.1152,7841.0,12056.0,12224.0,11704.0,7450.0,3950.0,42.0,82.0,158.0,228.0,358.0,374.0,240.0,626.0,972.0,1318.0,1448.0,1238.0,16.0373,42.5218,70.3632,97.8852,118.8218,108.4634,0.9227,12.1,[Ir]([P+](CC)(CC)CC)([As+](C)(C)C)(C#[O+])(N=C=O)[H],ir_tbp_1_dft-pet3_1_dft-asme3_1_dft-co_1_dft-icn_1_smi1_1_s_1
362.6839,802.5880000000002,1368.3058,1781.4052,2277.2958,3113.2732,7571.0,8582.0,12006.0,18710.0,17062.0,14056.0,62.0,130.0,226.0,300.0,382.0,516.0,356.0,910.0,1374.0,1792.0,2192.0,2584.0,25.6764,65.5404,102.9956,137.025,175.173,211.8204,362.6839,802.5880000000002,1368.3058,1781.4052,2277.2958,3113.2732,7571.0,8582.0,12006.0,18710.0,17062.0,14056.0,62.0,130.0,226.0,300.0,382.0,516.0,356.0,910.0,1374.0,1792.0,2192.0,2584.0,25.6764,65.5404,102.9956,137.025,175.173,211.8204,362.6839,802.5880000000002,1368.3058,1781.4052,2277.2958,3113.2732,7571.0,8582.0,12006.0,18710.0,17062.0,14056.0,62.0,130.0,226.0,300.0,382.0,516.0,356.0,910.0,1374.0,1792.0,2192.0,2584.0,25.6764,65.5404,102.9956,137.025,175.173,211.8204,0.9483,12.5,[Ir]([P+](c1ccccc1)(c1ccccc1)c1ccccc1)([C-]1N(C)CCN(C)1)(C#[N+]C)(N=C=S)[H],ir_tbp_1_dft-pph3_1_dft-sime_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1
196.1047,399.707,717.709,933.3438,1305.269,921.919,6711.0,7220.0,7954.0,7098.0,4336.0,2248.0,33.0,66.0,120.0,152.0,218.0,150.0,186.0,464.0,678.0,788.0,714.0,660.0,13.0228,33.9754,52.5546,65.047,66.4268,51.8994,196.1047,399.707,717.709,933.3438,1305.269,921.919,6711.0,7220.0,7954.0,7098.0,4336.0,2248.0,33.0,66.0,120.0,152.0,218.0,150.0,186.0,464.0,678.0,788.0,714.0,660.0,13.0228,33.9754,52.5546,65.047,66.4268,51.8994,196.1047,399.707,717.709,933.3438,1305.269,921.919,6711.0,7220.0,7954.0,7098.0,4336.0,2248.0,33.0,66.0,120.0,152.0,218.0,150.0,186.0,464.0,678.0,788.0,714.0,660.0,13.0228,33.9754,52.5546,65.047,66.4268,51.8994,1.0048,17.7,[Ir]([P+](C)(C)C)([n+]1ccccc1)(C#[N+]C)(F)[H],ir_tbp_1_dft-pme3_1_dft-py_1_dft-iacn_1_fluoride_1_smi1_1_s_1
192.7383,402.1404,736.2232,885.3784,1007.5852,1022.1672,6645.0,5618.0,9134.0,7658.0,3720.0,2628.0,28.0,58.0,106.0,134.0,148.0,144.0,164.0,424.0,630.0,654.0,618.0,500.0,12.0516,30.375,48.9214,56.6266,56.2928,50.324,192.7383,402.1404,736.2232,885.3784,1007.5852,1022.1672,6645.0,5618.0,9134.0,7658.0,3720.0,2628.0,28.0,58.0,106.0,134.0,148.0,144.0,164.0,424.0,630.0,654.0,618.0,500.0,12.0516,30.375,48.9214,56.6266,56.2928,50.324,192.7383,402.1404,736.2232,885.3784,1007.5852,1022.1672,6645.0,5618.0,9134.0,7658.0,3720.0,2628.0,28.0,58.0,106.0,134.0,148.0,144.0,164.0,424.0,630.0,654.0,618.0,500.0,12.0516,30.375,48.9214,56.6266,56.2928,50.324,0.9966,6.7,[Ir]([N+]1=COCC1)([N+]1=COCC1)(C#[N+][H])([N+](=O)([O-]))[H],ir_tbp_1_dft-oxaz_1_dft-oxaz_1_dft-hicn_1_dft-no2_1_smi1_1_s_1
311.1579,697.243,1153.0058,1545.7112,1835.203,2354.283,8577.0,14086.0,13620.0,17112.0,18342.0,14648.0,54.0,116.0,196.0,268.0,314.0,398.0,312.0,806.0,1228.0,1558.0,1824.0,2124.0,24.0943,62.5646,100.0544,128.2804,152.9086,177.8086,311.1579,697.243,1153.0058,1545.7112,1835.203,2354.283,8577.0,14086.0,13620.0,17112.0,18342.0,14648.0,54.0,116.0,196.0,268.0,314.0,398.0,312.0,806.0,1228.0,1558.0,1824.0,2124.0,24.0943,62.5646,100.0544,128.2804,152.9086,177.8086,311.1579,697.243,1153.0058,1545.7112,1835.203,2354.283,8577.0,14086.0,13620.0,17112.0,18342.0,14648.0,54.0,116.0,196.0,268.0,314.0,398.0,312.0,806.0,1228.0,1558.0,1824.0,2124.0,24.0943,62.5646,100.0544,128.2804,152.9086,177.8086,0.8588,8.8,[Ir]([P+](c1ccccc1)(c1ccccc1)c1ccccc1)([p+]1ccccc1)(C#[N+]C)([Br])[H],ir_tbp_1_dft-pph3_1_dft-phos_1_dft-iacn_1_bromide_1_smi1_1_s_1
156.4619,343.35,570.2724,673.3568,731.2612,650.2584,6693.0,6744.0,6946.0,6906.0,3176.0,1490.0,25.0,52.0,86.0,110.0,118.0,106.0,138.0,354.0,524.0,524.0,474.0,378.0,11.386,28.6336,43.1898,48.2836,46.3404,35.213,156.4619,343.35,570.2724,673.3568,731.2612,650.2584,6693.0,6744.0,6946.0,6906.0,3176.0,1490.0,25.0,52.0,86.0,110.0,118.0,106.0,138.0,354.0,524.0,524.0,474.0,378.0,11.386,28.6336,43.1898,48.2836,46.3404,35.213,156.4619,343.35,570.2724,673.3568,731.2612,650.2584,6693.0,6744.0,6946.0,6906.0,3176.0,1490.0,25.0,52.0,86.0,110.0,118.0,106.0,138.0,354.0,524.0,524.0,474.0,378.0,11.386,28.6336,43.1898,48.2836,46.3404,35.213,0.9598,8.6,[Ir](n1ccnc1)(n1ccnc1)(C#[N+][H])(S)[H],ir_tbp_1_dft-iz_1_dft-iz_1_dft-hicn_1_dft-sh_1_smi1_1_s_1
232.4804,476.494,882.2672,1287.1938,1983.4852,2108.673,6737.0,6866.0,10232.0,8778.0,5344.0,2826.0,41.0,80.0,156.0,226.0,350.0,360.0,236.0,618.0,958.0,1286.0,1376.0,1134.0,14.6028,38.0668,63.5538,92.4758,109.776,97.4076,232.4804,476.494,882.2672,1287.1938,1983.4852,2108.673,6737.0,6866.0,10232.0,8778.0,5344.0,2826.0,41.0,80.0,156.0,226.0,350.0,360.0,236.0,618.0,958.0,1286.0,1376.0,1134.0,14.6028,38.0668,63.5538,92.4758,109.776,97.4076,232.4804,476.494,882.2672,1287.1938,1983.4852,2108.673,6737.0,6866.0,10232.0,8778.0,5344.0,2826.0,41.0,80.0,156.0,226.0,350.0,360.0,236.0,618.0,958.0,1286.0,1376.0,1134.0,14.6028,38.0668,63.5538,92.4758,109.776,97.4076,0.8932,5.7,[Ir]([P+](CC)(CC)CC)([N+](C)(C)C)(C#[O+])(C#N)[H],ir_tbp_1_dft-pet3_1_dft-nme3_1_dft-co_1_dft-cn_1_smi1_1_s_1
233.0255,505.632,927.694,1048.9552,1297.934,1549.2728,6909.0,5826.0,8388.0,12096.0,6294.0,4280.0,38.0,78.0,144.0,168.0,210.0,248.0,222.0,554.0,802.0,944.0,1016.0,1000.0,15.3857,38.4956,59.3046,72.471,84.4578,84.251,233.0255,505.632,927.694,1048.9552,1297.934,1549.2728,6909.0,5826.0,8388.0,12096.0,6294.0,4280.0,38.0,78.0,144.0,168.0,210.0,248.0,222.0,554.0,802.0,944.0,1016.0,1000.0,15.3857,38.4956,59.3046,72.471,84.4578,84.251,233.0255,505.632,927.694,1048.9552,1297.934,1549.2728,6909.0,5826.0,8388.0,12096.0,6294.0,4280.0,38.0,78.0,144.0,168.0,210.0,248.0,222.0,554.0,802.0,944.0,1016.0,1000.0,15.3857,38.4956,59.3046,72.471,84.4578,84.251,0.9288,16.0,[Ir]([N+]1=COCC1)([C-]1N(C)CCN(C)1)(C#[N+]C)(N=C=S)[H],ir_tbp_1_dft-oxaz_1_dft-sime_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1
173.42,361.469,647.7124,862.3308,1190.0024,831.8774,6491.0,5156.0,8362.0,5850.0,2772.0,1556.0,28.0,56.0,102.0,140.0,202.0,128.0,158.0,410.0,634.0,708.0,586.0,404.0,11.3196,28.286,45.107,59.2048,59.5862,41.1808,173.42,361.469,647.7124,862.3308,1190.0024,831.8774,6491.0,5156.0,8362.0,5850.0,2772.0,1556.0,28.0,56.0,102.0,140.0,202.0,128.0,158.0,410.0,634.0,708.0,586.0,404.0,11.3196,28.286,45.107,59.2048,59.5862,41.1808,173.42,361.469,647.7124,862.3308,1190.0024,831.8774,6491.0,5156.0,8362.0,5850.0,2772.0,1556.0,28.0,56.0,102.0,140.0,202.0,128.0,158.0,410.0,634.0,708.0,586.0,404.0,11.3196,28.286,45.107,59.2048,59.5862,41.1808,0.9486,9.2,[Ir](n1ccnc1)([N+](C)(C)C)(C#[O+])(C#N)[H],ir_tbp_1_dft-iz_1_dft-nme3_1_dft-co_1_dft-cn_1_smi1_1_s_1
202.2746,451.559,809.617,993.2952,1117.9674,1195.1688,7775.0,9862.0,8832.0,10350.0,7236.0,3288.0,33.0,70.0,126.0,158.0,186.0,198.0,196.0,502.0,758.0,904.0,886.0,732.0,14.1084,36.0502,57.0392,69.7512,73.467,63.4106,202.2746,451.559,809.617,993.2952,1117.9674,1195.1688,7775.0,9862.0,8832.0,10350.0,7236.0,3288.0,33.0,70.0,126.0,158.0,186.0,198.0,196.0,502.0,758.0,904.0,886.0,732.0,14.1084,36.0502,57.0392,69.7512,73.467,63.4106,202.2746,451.559,809.617,993.2952,1117.9674,1195.1688,7775.0,9862.0,8832.0,10350.0,7236.0,3288.0,33.0,70.0,126.0,158.0,186.0,198.0,196.0,502.0,758.0,904.0,886.0,732.0,14.1084,36.0502,57.0392,69.7512,73.467,63.4106,0.9408,11.5,[Ir]([n+]1ccncc1)([C-]1N(C)CCN(C)1)(C#[N+][H])([Br])[H],ir_tbp_1_dft-pyz_1_dft-sime_1_dft-hicn_1_bromide_1_smi1_1_s_1
223.7808,464.441,800.8492,1153.1574,1567.245,1880.044,6969.0,8446.0,10058.0,10092.0,6874.0,3618.0,40.0,80.0,146.0,208.0,278.0,334.0,226.0,586.0,876.0,1148.0,1246.0,1066.0,15.9694,41.7806,67.0286,89.48899999999998,104.0102,98.7294,223.7808,464.441,800.8492,1153.1574,1567.245,1880.044,6969.0,8446.0,10058.0,10092.0,6874.0,3618.0,40.0,80.0,146.0,208.0,278.0,334.0,226.0,586.0,876.0,1148.0,1246.0,1066.0,15.9694,41.7806,67.0286,89.48899999999998,104.0102,98.7294,223.7808,464.441,800.8492,1153.1574,1567.245,1880.044,6969.0,8446.0,10058.0,10092.0,6874.0,3618.0,40.0,80.0,146.0,208.0,278.0,334.0,226.0,586.0,876.0,1148.0,1246.0,1066.0,15.9694,41.7806,67.0286,89.48899999999998,104.0102,98.7294,0.9793,9.8,[Ir]([P+](CC)(CC)CC)([p+]1ccccc1)(C#[O+])(C#C[H])[H],ir_tbp_1_dft-pet3_1_dft-phos_1_dft-co_1_dft-cch_1_smi1_1_s_1
204.037,425.04,795.6080000000002,1053.076,1475.5234,1222.308,7885.0,11142.0,10012.0,10150.0,6510.0,2880.0,35.0,70.0,136.0,174.0,258.0,202.0,206.0,526.0,800.0,960.0,888.0,774.0,14.0321,36.2248,59.2364,76.2,84.41,64.9986,204.037,425.04,795.6080000000002,1053.076,1475.5234,1222.308,7885.0,11142.0,10012.0,10150.0,6510.0,2880.0,35.0,70.0,136.0,174.0,258.0,202.0,206.0,526.0,800.0,960.0,888.0,774.0,14.0321,36.2248,59.2364,76.2,84.41,64.9986,204.037,425.04,795.6080000000002,1053.076,1475.5234,1222.308,7885.0,11142.0,10012.0,10150.0,6510.0,2880.0,35.0,70.0,136.0,174.0,258.0,202.0,206.0,526.0,800.0,960.0,888.0,774.0,14.0321,36.2248,59.2364,76.2,84.41,64.9986,0.8903,10.1,[Ir]([P+](C)(C)C)([C-]1N(C)CCN(C)1)(C#[O+])([Br])[H],ir_tbp_1_dft-pme3_1_dft-sime_1_dft-co_1_bromide_1_smi1_1_s_1
194.0614,407.162,700.1982,896.5866,1308.0412,1073.3936,6947.0,7130.0,8920.0,9664.0,4662.0,3292.0,33.0,66.0,118.0,150.0,224.0,176.0,184.0,462.0,692.0,810.0,794.0,732.0,13.9543,34.9788,54.0146,67.7432,74.7034,65.0606,194.0614,407.162,700.1982,896.5866,1308.0412,1073.3936,6947.0,7130.0,8920.0,9664.0,4662.0,3292.0,33.0,66.0,118.0,150.0,224.0,176.0,184.0,462.0,692.0,810.0,794.0,732.0,13.9543,34.9788,54.0146,67.7432,74.7034,65.0606,194.0614,407.162,700.1982,896.5866,1308.0412,1073.3936,6947.0,7130.0,8920.0,9664.0,4662.0,3292.0,33.0,66.0,118.0,150.0,224.0,176.0,184.0,462.0,692.0,810.0,794.0,732.0,13.9543,34.9788,54.0146,67.7432,74.7034,65.0606,0.9287,13.5,[Ir]([P+](C)(C)C)(n1ccnc1)(C#[N+]C)(N=C=S)[H],ir_tbp_1_dft-pme3_1_dft-iz_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1
354.7617,768.6324,1314.9256,1815.3406,2310.1056,3053.206,7383.0,8422.0,13484.0,15904.0,16232.0,13498.0,58.0,122.0,214.0,298.0,372.0,488.0,336.0,876.0,1348.0,1742.0,2096.0,2354.0,24.0757,62.1094,100.695,134.3916,167.6118,199.2338,354.7617,768.6324,1314.9256,1815.3406,2310.1056,3053.206,7383.0,8422.0,13484.0,15904.0,16232.0,13498.0,58.0,122.0,214.0,298.0,372.0,488.0,336.0,876.0,1348.0,1742.0,2096.0,2354.0,24.0757,62.1094,100.695,134.3916,167.6118,199.2338,354.7617,768.6324,1314.9256,1815.3406,2310.1056,3053.206,7383.0,8422.0,13484.0,15904.0,16232.0,13498.0,58.0,122.0,214.0,298.0,372.0,488.0,336.0,876.0,1348.0,1742.0,2096.0,2354.0,24.0757,62.1094,100.695,134.3916,167.6118,199.2338,0.9635,8.6,[Ir]([P+](c1ccccc1)(c1ccccc1)c1ccccc1)([C-]1N(C)CCN(C)1)(C#[O+])([N+](=O)([O-]))[H],ir_tbp_1_dft-pph3_1_dft-sime_1_dft-co_1_dft-no2_1_smi1_1_s_1
225.0574,469.579,838.1188,1120.8208,1663.7528,1541.3976,7659.0,10432.0,10382.0,10546.0,6760.0,3710.0,38.0,76.0,142.0,186.0,286.0,252.0,218.0,556.0,858.0,1078.0,1094.0,1024.0,14.9278,39.1252,62.5462,81.2706,94.3582,83.3972,225.0574,469.579,838.1188,1120.8208,1663.7528,1541.3976,7659.0,10432.0,10382.0,10546.0,6760.0,3710.0,38.0,76.0,142.0,186.0,286.0,252.0,218.0,556.0,858.0,1078.0,1094.0,1024.0,14.9278,39.1252,62.5462,81.2706,94.3582,83.3972,225.0574,469.579,838.1188,1120.8208,1663.7528,1541.3976,7659.0,10432.0,10382.0,10546.0,6760.0,3710.0,38.0,76.0,142.0,186.0,286.0,252.0,218.0,556.0,858.0,1078.0,1094.0,1024.0,14.9278,39.1252,62.5462,81.2706,94.3582,83.3972,0.953,13.9,[Ir]([As+](C)(C)C)([C-]1N(C)CCN(C)1)(C#[N+][H])(N=C=O)[H],ir_tbp_1_dft-asme3_1_dft-sime_1_dft-hicn_1_dft-icn_1_smi1_1_s_1
170.6988,353.01199999999994,612.6558,831.2606,1173.168,748.0772,8693.0,14550.0,11446.0,8890.0,5478.0,2456.0,29.0,58.0,104.0,138.0,206.0,124.0,162.0,410.0,620.0,720.0,610.0,472.0,13.1248,33.3168,52.6664,65.1378,65.8538,43.0018,170.6988,353.01199999999994,612.6558,831.2606,1173.168,748.0772,8693.0,14550.0,11446.0,8890.0,5478.0,2456.0,29.0,58.0,104.0,138.0,206.0,124.0,162.0,410.0,620.0,720.0,610.0,472.0,13.1248,33.3168,52.6664,65.1378,65.8538,43.0018,170.6988,353.01199999999994,612.6558,831.2606,1173.168,748.0772,8693.0,14550.0,11446.0,8890.0,5478.0,2456.0,29.0,58.0,104.0,138.0,206.0,124.0,162.0,410.0,620.0,720.0,610.0,472.0,13.1248,33.3168,52.6664,65.1378,65.8538,43.0018,0.8483,8.2,[Ir]([n+]1ccncc1)([As+](C)(C)C)(C#[N+][H])([Br])[H],ir_tbp_1_dft-pyz_1_dft-asme3_1_dft-hicn_1_bromide_1_smi1_1_s_1
178.8523,381.929,709.9902,895.3358,1264.0186,891.0702,6665.0,6680.0,7780.0,6790.0,2918.0,1426.0,30.0,60.0,112.0,150.0,220.0,150.0,172.0,444.0,686.0,780.0,694.0,526.0,11.6153,29.6796,47.5628,62.9458,63.5186,43.0498,178.8523,381.929,709.9902,895.3358,1264.0186,891.0702,6665.0,6680.0,7780.0,6790.0,2918.0,1426.0,30.0,60.0,112.0,150.0,220.0,150.0,172.0,444.0,686.0,780.0,694.0,526.0,11.6153,29.6796,47.5628,62.9458,63.5186,43.0498,178.8523,381.929,709.9902,895.3358,1264.0186,891.0702,6665.0,6680.0,7780.0,6790.0,2918.0,1426.0,30.0,60.0,112.0,150.0,220.0,150.0,172.0,444.0,686.0,780.0,694.0,526.0,11.6153,29.6796,47.5628,62.9458,63.5186,43.0498,0.8425,7.5,[Ir]([N+](C)(C)C)([N+]1=COCC1)(C#[N+][H])(S)[H],ir_tbp_1_dft-nme3_1_dft-oxaz_1_dft-hicn_1_dft-sh_1_smi1_1_s_1
180.8081,364.424,625.014,863.8666,1255.0098,910.9024,6731.0,6926.0,8842.0,7532.0,3448.0,2152.0,29.0,58.0,104.0,142.0,210.0,140.0,162.0,418.0,648.0,738.0,644.0,476.0,12.4136,31.637,49.8526,63.0122,65.25399999999999,48.5204,180.8081,364.424,625.014,863.8666,1255.0098,910.9024,6731.0,6926.0,8842.0,7532.0,3448.0,2152.0,29.0,58.0,104.0,142.0,210.0,140.0,162.0,418.0,648.0,738.0,644.0,476.0,12.4136,31.637,49.8526,63.0122,65.25399999999999,48.5204,180.8081,364.424,625.014,863.8666,1255.0098,910.9024,6731.0,6926.0,8842.0,7532.0,3448.0,2152.0,29.0,58.0,104.0,142.0,210.0,140.0,162.0,418.0,648.0,738.0,644.0,476.0,12.4136,31.637,49.8526,63.0122,65.25399999999999,48.5204,0.9438,15.8,[Ir]([P+](C)(C)C)(n1ccnc1)(C#[O+])(N=C=O)[H],ir_tbp_1_dft-pme3_1_dft-iz_1_dft-co_1_dft-icn_1_smi1_1_s_1
213.6655,456.213,803.9418,998.3164,1199.6398,1364.2244,6905.0,5754.0,8428.0,10926.0,6646.0,4000.0,34.0,70.0,124.0,156.0,194.0,218.0,194.0,490.0,722.0,876.0,890.0,758.0,14.8381,36.278,55.2102,69.48100000000001,79.2294,74.812,213.6655,456.213,803.9418,998.3164,1199.6398,1364.2244,6905.0,5754.0,8428.0,10926.0,6646.0,4000.0,34.0,70.0,124.0,156.0,194.0,218.0,194.0,490.0,722.0,876.0,890.0,758.0,14.8381,36.278,55.2102,69.48100000000001,79.2294,74.812,213.6655,456.213,803.9418,998.3164,1199.6398,1364.2244,6905.0,5754.0,8428.0,10926.0,6646.0,4000.0,34.0,70.0,124.0,156.0,194.0,218.0,194.0,490.0,722.0,876.0,890.0,758.0,14.8381,36.278,55.2102,69.48100000000001,79.2294,74.812,0.9571,21.3,[Ir]([n+]1ccncc1)([C-]1N(C)CCN(C)1)(C#[O+])(N=C=S)[H],ir_tbp_1_dft-pyz_1_dft-sime_1_dft-co_1_dft-itcn_1_smi1_1_s_1
235.9525,498.18300000000005,878.8264,1155.8348,1579.5744,1996.2124,6805.0,7072.0,9428.0,10160.0,6280.0,3586.0,41.0,82.0,152.0,202.0,270.0,344.0,234.0,598.0,876.0,1122.0,1274.0,1172.0,15.514,40.439,64.4602,83.9864,100.8084,100.621,235.9525,498.18300000000005,878.8264,1155.8348,1579.5744,1996.2124,6805.0,7072.0,9428.0,10160.0,6280.0,3586.0,41.0,82.0,152.0,202.0,270.0,344.0,234.0,598.0,876.0,1122.0,1274.0,1172.0,15.514,40.439,64.4602,83.9864,100.8084,100.621,235.9525,498.18300000000005,878.8264,1155.8348,1579.5744,1996.2124,6805.0,7072.0,9428.0,10160.0,6280.0,3586.0,41.0,82.0,152.0,202.0,270.0,344.0,234.0,598.0,876.0,1122.0,1274.0,1172.0,15.514,40.439,64.4602,83.9864,100.8084,100.621,0.8636,4.6,[Ir]([P+](CC)(CC)CC)(n1ccnc1)(C#[N+]C)(C#N)[H],ir_tbp_1_dft-pet3_1_dft-iz_1_dft-iacn_1_dft-cn_1_smi1_1_s_1
224.0245,485.383,854.1224,1030.7682,1232.5854,1449.796,6817.0,7168.0,7996.0,9736.0,6774.0,3270.0,38.0,78.0,140.0,170.0,206.0,244.0,218.0,544.0,780.0,944.0,994.0,916.0,15.0737,39.3684,60.486,72.6388,81.559,78.0094,224.0245,485.383,854.1224,1030.7682,1232.5854,1449.796,6817.0,7168.0,7996.0,9736.0,6774.0,3270.0,38.0,78.0,140.0,170.0,206.0,244.0,218.0,544.0,780.0,944.0,994.0,916.0,15.0737,39.3684,60.486,72.6388,81.559,78.0094,224.0245,485.383,854.1224,1030.7682,1232.5854,1449.796,6817.0,7168.0,7996.0,9736.0,6774.0,3270.0,38.0,78.0,140.0,170.0,206.0,244.0,218.0,544.0,780.0,944.0,994.0,916.0,15.0737,39.3684,60.486,72.6388,81.559,78.0094,0.9354,20.7,[Ir]([p+]1ccccc1)([C-]1N(C)CCN(C)1)(C#[N+]C)(O)[H],ir_tbp_1_dft-phos_1_dft-sime_1_dft-iacn_1_dft-oh_1_smi1_1_s_1
